Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL
Makercie Rover Team,"We are a team of passionate students from the University of Groningen and the first ever Dutch team to participate and win in our debut year the Remote edition of the European Rover Challenge in 2023. The ERC is an annual international Martian robots competition which has been organized since 2014 in Poland, and the biggest robotics and space event in Europe! 

Currently, motivated by our win and with an even bigger motivation, we've embarked in a new adventure, our sights being set on participating at the On-Site formula of the ERC that will take place in Poland in September 2025. 

If you think this is as exciting as we do and want to be part of our team, support us or want to find out more, you can contact us at makercie@rug.nl.

Follow us on this journey.
With us, sky is no longer the limit!",Space Research and Technology,11-50 employees,Educational,"Groningen, Groningen, Netherlands",Netherlands,makercie.nl,https://www.linkedin.com/company/makercie-rover-team
Artemis | Space Master Society,"Artemis is the study association for and by MSc spaceflight students of the faculty of Aerospace Engineering of Delft University of Technology. We have just started and are now building the website for communication with our students, communication with our partners, hosting events, and so much more.",Space Research and Technology,2-10 employees,Non Profit,"Delft, South Holland, Netherlands",Netherlands,tudelft.nl,https://www.linkedin.com/company/artemis-tudelft
Artix Technologies,"We are an AI SaaS company specializing in transforming geospatial data into actionable insights. By leveraging advanced machine learning algorithms, we process complex geospatial datasets to provide businesses with real-time, data-driven solutions.",Space Research and Technology,2-10 employees,Privately Held,"The Hague, South Holland, Netherlands",Netherlands,artixtechnologies.com,https://www.linkedin.com/company/artixtechnologies
theopendesk,"OpenDesk is a One Stop Shop that offers any company the possibility of submitting its innovation needs that can be solved by Modelling Simulation and Optimization technologies in a Data rich Environment (MSO-DE). It is devoted to coordinate and facilitate the necessary exchanges in the field of application-driven mathematical research and its exploitation for innovations in industry, science, and society.",Space Research and Technology,2-10 employees,Partnership,"Goirle, North Brabant, Netherlands",Netherlands,eu-maths-in.eu,https://www.linkedin.com/company/theopendesk
Dependable Computing Systems Group,"We are a team of experts dedicated to advancing the field of dependable computing. We focus on developing reliable and trustworthy computing systems that can withstand failures and provide robust, uninterrupted service. Our research spans various areas, including fault tolerance, system reliability, and security, to tackle the challenges posed by the increasing complexity and interconnectivity of modern computing systems.

Our group comprises experienced researchers and talented students driven by a passion for advancing the field. We collaborate with leading academic and industry partners to bring cutting-edge solutions to real-world problems. Whether you're a fellow researcher, student, or industry professional, we invite you to join us on our journey toward building a more dependable and secure computing future.",Space Research and Technology,2-10 employees,Educational,"Enschede, Overijssel, Netherlands",Netherlands,utwente.nl,https://www.linkedin.com/company/dependable-computing-systems-group
SpaceTech Alumni Association,"The Alumni Association supports its global network of past alumni of TU-Graz, TU-Delft and interested parties for the SpaceTech Masters in Space Systems and Business Engineering of TU-Graz.

The Association fosters increasing awareness of the Space domain and organises a Systems Engineering Symposium Bi-Annually.  Each highly regarded convention targets a specific Space related theme and is open to experts and the public.

Quick Facts on the SpaceTech Masters in Space Systems and Business Engineering of TU-Graz.
    Duration: 4 semesters (22 months)
    Final degree: MSc - Master of Science (Continuing Education)
    ECTS credits: 120
    Language of instruction: English
    Attendance Fee (VAT-free): 39,000 €
        exclusive costs for travelling, lodging and meals
        Self payers: please contact us to evaluate the availability of stipends/scholarships
    Number of participants: limited to 18
    Course location is held across Europe in its 6 Space Centers:
        TU Graz, Austria
        ESA ESOC Darmstadt, Germany
        CNES Toulouse, France
        DLR GSOC Munich, Germany
        ESA EAC Cologne, Germany
        ESA ESRIN Frascati, Italy
        ESA ESTEC Noordwijk, the Netherlands

Visit our youtube channel here: https://www.youtube.com/@SpaceTech-Alumni",Space Research and Technology,51-200 employees,Educational,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,tugraz.at,https://www.linkedin.com/company/spacetechalumni
Maiden Space,Maiden Space is building the next-generation geospatial AI orchestration layers for environmental intelligence.,Space Research and Technology,2-10 employees,Privately Held,"Rotterdam, South Holland, Netherlands",Netherlands,maidenspace.com,https://www.linkedin.com/company/maiden-space
THE KEPLER FILES,"In the vast cosmic expanse, The Kepler Files emerges as an innovative project, beckoning you to embark on a transformative journey into the unknown and untangle the celestial enigma of exoplanet Kepler 438-B. Our narratives transcend storytelling at the intersection of art, science, and limitless imagination; they are portals to an ever-expanding universe of possibilities.
 
Kepler-438b Facts:
Size: Earth-sized exoplanet with a radius of 1.12 times Earth.
Temperature: Maintains an equilibrium temperature of 276 K (3 °C; 37 °F).
Orbit: Completes an orbit around its Red Dwarf star every 35 days
Light Intensity: Receives approximately 40 percent more light than Earth
Discovery: Identified by NASA's Kepler spacecraft
Location: Located 460 light-years away in the Lyra constellation
Future Exploration: Next-generation telescopes like TESS, CHEOPS, and the James Webb Space Telescope offer potential insights into Kepler-438b's mysteries.
 
Connect with the Cosmic Crew: 
Marco Morales: Futurist | Creative Director | Digital Transformation | Integrated Reality / AI https://www.linkedin.com/in/marcomoralespickering/
Fabian Schlosser: Art Director | Motion Graphics | Music Producer https://www.linkedin.com/in/fabianschlosser/
Nina Sabina Cabellero: AI Consultant | AI & Fine Artist | Digital Creative https://www.linkedin.com/in/ninasabinacaballero/
James Harpur: Space Scientist | Engineer | Copywriting https://www.linkedin.com/in/jamesharpur/
Darien Davis: Visual Designer | Creative Technologist | Filmmaker https://www.linkedin.com/in/darien-davis/
Kilian MacDonald: Creative Technologist | Multimedia Storyteller https://www.linkedin.com/in/kgmacdonald/

The first book, Volume 1 – Departure and Arrival, is live!
Preview the book: http://www.keplerfiles.com
Purchase the book: https://lnkd.in/g5N2nZDR",Space Research and Technology,2-10 employees,Privately Held,"Amsterdam, North Holland, Netherlands",Netherlands,bubblepunk.io,https://www.linkedin.com/company/keplerfiles
ESA GNC & ICATT Conference,"The next edition of the ESA GNC & ICATT Conference will take place in Sevilla, Spain , 28-02 Oct 2026!

The ESA GNC Conference is an International Conference on Guidance, Navigation and Control (GNC) organised by the European Space Agency. It offers a valuable opportunity to promote AOCS/GNC products and activities, meet potential customers, exchange ideas, and foster future cooperation. It is open to international participants from the space industry, academia, equipment manufacturers and agencies. 

The conference also features a Product and Poster Exhibition, with the aim to provide a platform for manufacturers involved in the AOCS/GNC subsystems to showcase their products. It also offers potential users a comprehensive and up-to-date overview of current and next-generation solutions. 

The ESA GNC conference is held jointly with the ESA ICATT Conference. ICATT is an International Conference on Astrodynamics Tools and Techniques which aims at providing space agencies, companies, universities and research institutes with the opportunity to promote research, exchange ideas, identify new trends, and encourage cooperation in the field of astrodynamics and space-flight mechanics.",Space Research and Technology,"1,001-5,000 employees",Government Agency,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,eventsair.com,https://www.linkedin.com/company/esa-gnc-icatt-conference
Delta In Space,"Are you in need of expert assistance for a highly technical task, that might take from a few hours to a few weeks? 

Look no further!

Our team of specialized professionals is here to help you reach for the stars and achieve your goals. Whether it's rocket science or astrophysics, we've got the expertise you need to get the job done. To boost you even further we provide knowledge transfer, guidance and educational resources to help you achieve your dreams!

Don't let your project be grounded.

We are at www.deltainspace.com",Space Research and Technology,2-10 employees,Privately Held,"The Hague, South Holland, Netherlands",Netherlands,deltainspace.com,https://www.linkedin.com/company/delta-in-space
Mulerius Satellites,"Mulerius Satellites is a team of highly motivated students with a heart for engineering based in Groningen, the Netherlands. We create a model 2U satellite, chiefly made from wood, to participate in the Mundial CanSat challenge organised by the UNAM. The self made satellite must drop from a height 400 metres, reduce its descent speed using an autogyro, protect the payload on impact, and throughout its entire trajectory send telemetry about its surroundings. This all with challenging weight and spatial constraints.

Mulerius Satellites has been founded in 2024; making the Mundial CanSat challenge in 2025 the first it will attend, but certainly not the last!",Space Research and Technology,2-10 employees,Non Profit,"Groningen, Groningen, Netherlands",Netherlands,,https://www.linkedin.com/company/mulerius-satellites
The Curiosity Contest,"The Curiosity Contest is a ‘by students, for students’ initiative aiming to connect and challenge students who dream of creating for space. Not only WO space students, but also students from HBO and MBO. Students from all disciplines, from law to physics and art!

Stay curious, like the rover 

Website: https://thecuriositycontes.wixsite.com/thecuriositycontest
Email: thecuriositycontest@gmail.com",Space Research and Technology,2-10 employees,Non Profit,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,,https://www.linkedin.com/company/the-curiosity-contest
NL Space Summer School,"During the week you will meet and learn about the various space programmes, developments and (research) activities at the Leiden Delft and Erasmus universities and go on a tour of space agencies, institutes and industry in South Holland, including (amongst others): ESA ESTEC, SRON, TNO, AirbusDS, SBIC, Galileo Reference Centre and of course the three universities themselves. Starting at the NL Space Campus in Noordwijk at ESA-ESTEC, the technical heart of ESA, you will tour the cities of Leiden and Delft before returning to Noordwijk. During the week, you will meet many experts, and learn about the basics of space technology and recent developments. This way you can work on your team’s challenge fully prepared. 

The week also includes multiple fun and non-space events. You will get to know the other participants as well as learn about each other’s strengths, knowledge and approaches to problem-solving. This is important because you will need to combine your strengths to work in interdisciplinary teams to solve actual space sector challenges that require insight and knowledge from different backgrounds. You will therefore grow many (soft)skills such as collaboration, communication and creative thinking. 

To stimulate working in a team and building a network, we have included teambuilding exercises, industry workshops and collaborative activities. These are combined with project team building, networking drinks, a project presentation and end the week with a networking barbecue.",Space Research and Technology,2-10 employees,Educational,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,nlspacecampus.eu,https://www.linkedin.com/company/nl-space-summer-school
Aardvark Sensing (GreenPulse AI),"Aardvark Sensing provides an autonomous robotic ecosystem designed for large-scale and long-running soil surveys. Our durable robots operate continuously for extended periods without human intervention, conducting systematic scans of agricultural land with navigational accuracy at the centimeter level and a continuous connection to the cloud.

Carrying various sensing payloads on board, including spectrometers, cosmic ray neutron detectors, acoustic sonar, ground-penetrating radar and more, each robot gathers essential data on soil characteristics. These measurements include surface roughness, soil compaction, soil moisture, mineral content, nutrient levels, sub-surface soil structure, and more.

Our primary goals are to improve soil classification models derived from Sentinel data and enhance the resolution of soil moisture assessments from SMOS satellites. By providing ground truth data to improve satellite data application, we leverage the vast availability of satellite data.",Space Research and Technology,2-10 employees,Privately Held,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,green-pulse.ai,https://www.linkedin.com/company/aardvark-sensing-bv
InhollandSat-1,"InhollandSat-1 is a 6U CubeSat project at the Aeronautical and Precision Engineering department of Inholland University of Applied Sciences in Delft, the Netherlands. This project is executed by graduates, interns and students enrolled in the Space Engineering Minor at the Inholland Space Lab. InhollandSat-1 started in 2022 and is set to launch to a 525 km sun synchronous orbit NET 2028.

Payloads of InhollandSat-1:

- Primary Payload: Optical SatCom System (OSCS) ; Ensures two-way  optical 
communication via Infrared LEDs (downlink) and Photodiode (uplink).

- Secondary Payload: Earth Observation Payload (EOP) facilitating NOx monitoring.

- Technology demonstrator: De-Orbit Device (DOD) consisting of Deployable drag sail to Mitigate Debris and actively contibuting to a sustainable LEO environment.",Space Research and Technology,11-50 employees,Educational,"Delft, South Holland, Netherlands",Netherlands,inholland.nl,https://www.linkedin.com/company/inhollandsat-1
CometLab,"A new digital manufacturing lab and collaboration platform for space industry at the heart of NL Space Campus in Noordwijk. By providing cutting-edge digital design tools, space related equipment and open-source technologies, it is a breeding ground for innovative ideas which companies, researchers/engineers and students can use to develop new research activities, products and services for the space sector. It is a place to collaborate and partner up with variety of stakeholders on campus. Within the diverse space ecosystem, there are opportunities for larger-scale manufacturing and specialized applications. The lab is dedicated primarily to early phase concept studies, low TRL projects and educational/training purposes.",Space Research and Technology,2-10 employees,Non Profit,"Noordwijk-Binnen, South Holland, Netherlands",Netherlands,cometlab.nl,https://www.linkedin.com/company/cometlabnoordwijk
Astroplant,Working with ESA on the fascinating and longterm mission to create small-scale artificial ecosystems for space.,Space Research and Technology,2-10 employees,Non Profit,"The Hague, South Holland, Netherlands",Netherlands,astroplant.io,https://www.linkedin.com/company/astroplant
Asterion Systems,"Asterion Systems is a technology leader in AI-driven defense and perimeter security. We develop advanced radar, autonomous systems, and real-time analytics to protect borders, airspace, and critical infrastructure with precision and speed.

Our flagship platforms — Perimaster and HitchHiker Orion — combine artificial intelligence, sensor fusion, and autonomous robotics to deliver unmatched situational awareness and rapid threat response.

With design, testing, and manufacturing centers in the Netherlands, Poland, Ukraine, Bahrain, Canada, and the United States, we operate globally while tailoring solutions to local needs. Our team of engineers, data scientists, and defense experts work closely with clients to deliver intelligent, scalable, and mission-ready security systems.

At Asterion, we believe security is dynamic. We are committed to pushing technological boundaries to create innovative solutions that safeguard people, infrastructure, and nations.

Core Expertise:

AI-Powered Surveillance & Detection

Autonomous Response Systems

Perimeter & Border Protection

Critical Infrastructure Security

Radar & Sensor Integration",Space Research and Technology,11-50 employees,Privately Held,"Naarden, North Holland, Netherlands",Netherlands,asterion.group,https://www.linkedin.com/company/asterionsystems
Just Physics,"Just Physics is a research organization focused on disrupting paradigms, primarily through the application of physics. We explore promising applications of science with the potential to spark disruptive concepts in NTN-IoT, PNT, Earth Observation, and satellites. At the core of everything we do is a single guiding principle: keep it simple",Space Research and Technology,2-10 employees,Non Profit,"Leiden, South Holland, Netherlands",Netherlands,,https://www.linkedin.com/company/nothing-just-physics
Kirian Technologies,"Kirian Technologies was created in early 2023 after years of ideas maturation. It now focuses on research projects aimed at revolutionizing several engineering domains like electrical space engine technologies, energy generation, air conditioning systems and other software or gaming related domains.",Space Research and Technology,2-10 employees,Privately Held,"Tilburg, North Brabant, Netherlands",Netherlands,kiriantechnologies.com,https://www.linkedin.com/company/kirian-technologies
Tree Index,"Official launch is scheduled for January 2023.

Tree Index is designed for real estate and cities with dying trees, insufficient resources, and no direct experience of using satellite data. It is an environmental service that helps you get instant access to the list of trees at risk. This service gives you better insights into climate resilience, with a low entry cost, and global coverage.",Space Research and Technology,Self-employed,Privately Held,"Amsterdam, North Holland, Netherlands",Netherlands,treeindex.nl,https://www.linkedin.com/company/tree-index
Champion X Change Netherlands,"Inclusivity needs boots on he ground

info@championsxchange.nl

By SLNO | Space Ladies Night Out | Netherlands",Space Research and Technology,2-10 employees,Non Profit,"Zuid-Holland, South Holland, Netherlands",Netherlands,,https://www.linkedin.com/company/champion-x-change-netherlands
Gravore,"Gravore is a space resources intelligence company building the AI platform for asteroid mining, mission planning, and space resource exploration. By combining astronomical observations, spectral data, orbital mechanics, mission economics, and artificial intelligence, Gravore helps identify, evaluate, and prioritize extraterrestrial resource opportunities. Our platform enables commercial space companies, government agencies, researchers, and investors to make informed decisions about future space mining missions through scientific analysis, predictive modeling, and economic feasibility assessments. Our mission is to build the intelligence layer for the emerging space economy, accelerating humanity’s ability to discover, evaluate, and utilize resources beyond Earth.",Space Research and Technology,2-10 employees,Privately Held,"Utrecht, Utrecht, Netherlands",Netherlands,gravore.com,https://www.linkedin.com/company/gravore
Astrobridge,"Astrobridge connects the world's best business talent with the space economy's most critical challenges.

The space sector is projected to reach $1.8 trillion in annual value by 2035. This growth demands more than engineers. It requires business strategists, policy experts, operations leaders, and financial innovators.

Through research, thought leadership, and strategic discourse, we build bridges between the business community and space innovators.",Space Research and Technology,2-10 employees,Self Employed,"Rotterdam, South Holland, Netherlands",Netherlands,,https://www.linkedin.com/company/astrobridge-eur
